,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,Airport IATA,Year,Type ,Month ,Arrival/Departure,Destination_City ,Pax,ATMs,,,,,,,,
,DMM,2025,International,Jan,Departure,Addis Ababa," 1,421 ", 31 ,,,,,,,,
,DMM,2025,International,Feb,Departure,Addis Ababa, 987 , 28 ,,,,,,,,
,DMM,2025,International,Mar,Departure,Addis Ababa," 1,704 ", 31 ,,,,,,,,
,DMM,2025,International,Apr,Departure,Addis Ababa," 2,671 ", 27 ,,,,,,,,
,DMM,2025,International,May,Departure,Addis Ababa," 1,813 ", 30 ,,,,,,,,
,DMM,2025,International,Jun,Departure,Addis Ababa," 2,276 ", 29 ,,,,,,,,
,DMM,2025,International,Jul,Departure,Addis Ababa," 2,589 ", 29 ,,,,,,,,
,DMM,2025,International,Aug,Departure,Addis Ababa," 1,678 ", 31 ,,,,,,,,
,DMM,2025,International,Sep,Departure,Addis Ababa," 1,321 ", 30 ,,,,,,,,
,DMM,2025,International,Oct,Departure,Addis Ababa," 1,113 ", 29 ,,,,,,,,
,DMM,2025,International,Jan,Arrival,Alexandria," 1,213 ", 9 ,,,,,,,,
,DMM,2025,International,Feb,Arrival,Alexandria," 1,098 ", 8 ,,,,,,,,
,DMM,2025,International,Mar,Arrival,Alexandria, 975 , 9 ,,,,,,,,
,DMM,2025,International,Apr,Arrival,Alexandria," 1,134 ", 9 ,,,,,,,,
,DMM,2025,International,May,Arrival,Alexandria," 1,037 ", 12 ,,,,,,,,
,DMM,2025,International,Jun,Arrival,Alexandria," 2,367 ", 24 ,,,,,,,,
,DMM,2025,International,Jul,Arrival,Alexandria," 3,232 ", 22 ,,,,,,,,
,DMM,2025,International,Aug,Arrival,Alexandria," 3,214 ", 20 ,,,,,,,,
,DMM,2025,International,Sep,Arrival,Alexandria," 1,093 ", 8 ,,,,,,,,
,DMM,2025,International,Oct,Arrival,Alexandria," 1,352 ", 10 ,,,,,,,,
,DMM,2025,International,Jan,Departure,Alexandria, 983 , 9 ,,,,,,,,
,DMM,2025,International,Feb,Departure,Alexandria," 1,015 ", 8 ,,,,,,,,
,DMM,2025,International,Mar,Departure,Alexandria," 1,137 ", 9 ,,,,,,,,
,DMM,2025,International,Apr,Departure,Alexandria," 1,116 ", 9 ,,,,,,,,
,DMM,2025,International,May,Departure,Alexandria," 1,695 ", 12 ,,,,,,,,
