,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,Airport IATA,Year,Type ,Month ,Arrival/Departure,Destination_City ,Pax,ATMs,,,,,,,,
,DMM,2025,Domestic,Oct,Departue ,Taif," 6,757 ", 47 ,,,,,,,,
,DMM,2025,Domestic,Jan,Arrival,Yanbu," 4,863 ", 30 ,,,,,,,,
,DMM,2025,Domestic,Feb,Arrival,Yanbu," 4,585 ", 28 ,,,,,,,,
,DMM,2025,Domestic,Mar,Arrival,Yanbu," 5,192 ", 44 ,,,,,,,,
,DMM,2025,Domestic,Apr,Arrival,Yanbu," 6,594 ", 43 ,,,,,,,,
,DMM,2025,Domestic,May,Arrival,Yanbu," 6,187 ", 45 ,,,,,,,,
,DMM,2025,Domestic,Jun,Arrival,Yanbu," 4,159 ", 29 ,,,,,,,,
,DMM,2025,Domestic,Jul,Arrival,Yanbu," 5,523 ", 42 ,,,,,,,,
,DMM,2025,Domestic,Aug,Arrival,Yanbu," 6,573 ", 41 ,,,,,,,,
,DMM,2025,Domestic,Sep,Arrival,Yanbu," 3,044 ", 22 ,,,,,,,,
,DMM,2025,Domestic,Oct,Arrival,Yanbu," 2,975 ", 21 ,,,,,,,,
,DMM,2025,Domestic,Jan,Departue ,Yanbu," 4,166 ", 30 ,,,,,,,,
,DMM,2025,Domestic,Feb,Departue ,Yanbu," 4,007 ", 28 ,,,,,,,,
,DMM,2025,Domestic,Mar,Departue ,Yanbu," 5,116 ", 44 ,,,,,,,,
,DMM,2025,Domestic,Apr,Departue ,Yanbu," 4,748 ", 43 ,,,,,,,,
,DMM,2025,Domestic,May,Departue ,Yanbu," 6,080 ", 45 ,,,,,,,,
,DMM,2025,Domestic,Jun,Departue ,Yanbu," 3,830 ", 29 ,,,,,,,,
,DMM,2025,Domestic,Jul,Departue ,Yanbu," 5,556 ", 42 ,,,,,,,,
,DMM,2025,Domestic,Aug,Departue ,Yanbu," 5,216 ", 41 ,,,,,,,,
,DMM,2025,Domestic,Sep,Departue ,Yanbu," 2,671 ", 22 ,,,,,,,,
,DMM,2025,Domestic,Oct,Departue ,Yanbu," 2,346 ", 21 ,,,,,,,,
,DMM,2024,Domestic,Jan,Arrival,Al-Baha," 1,317 ", 8 ,,,,,,,,
,DMM,2024,Domestic,Feb,Arrival,Al-Baha," 1,988 ", 17 ,,,,,,,,
,DMM,2024,Domestic,Mar,Arrival,Al-Baha," 1,495 ", 13 ,,,,,,,,
,DMM,2024,Domestic,Apr,Arrival,Al-Baha," 2,968 ", 24 ,,,,,,,,
,DMM,2024,Domestic,May,Arrival,Al-Baha," 2,088 ", 26 ,,,,,,,,
,DMM,2024,Domestic,Jun,Arrival,Al-Baha," 5,628 ", 58 ,,,,,,,,
,DMM,2024,Domestic,Jul,Arrival,Al-Baha," 9,076 ", 62 ,,,,,,,,
,DMM,2024,Domestic,Aug,Arrival,Al-Baha," 8,618 ", 56 ,,,,,,,,
,DMM,2024,Domestic,Sep,Arrival,Al-Baha," 2,444 ", 17 ,,,,,,,,
,DMM,2024,Domestic,Oct,Arrival,Al-Baha," 2,229 ", 18 ,,,,,,,,
,DMM,2024,Domestic,Nov,Arrival,Al-Baha," 2,535 ", 17 ,,,,,,,,
,DMM,2024,Domestic,Dec,Arrival,Al-Baha," 1,992 ", 18 ,,,,,,,,
,DMM,2024,Domestic,Jan,Departue ,Al-Baha," 1,183 ", 8 ,,,,,,,,
,DMM,2024,Domestic,Feb,Departue ,Al-Baha," 1,811 ", 17 ,,,,,,,,
,DMM,2024,Domestic,Mar,Departue ,Al-Baha," 1,747 ", 13 ,,,,,,,,
,DMM,2024,Domestic,Apr,Departue ,Al-Baha," 2,449 ", 24 ,,,,,,,,
,DMM,2024,Domestic,May,Departue ,Al-Baha," 2,467 ", 26 ,,,,,,,,
,DMM,2024,Domestic,Jun,Departue ,Al-Baha," 9,050 ", 58 ,,,,,,,,
,DMM,2024,Domestic,Jul,Departue ,Al-Baha," 8,072 ", 62 ,,,,,,,,
,DMM,2024,Domestic,Aug,Departue ,Al-Baha," 3,786 ", 56 ,,,,,,,,
,DMM,2024,Domestic,Sep,Departue ,Al-Baha," 1,838 ", 17 ,,,,,,,,
,DMM,2024,Domestic,Oct,Departue ,Al-Baha," 1,935 ", 18 ,,,,,,,,
,DMM,2024,Domestic,Nov,Departue ,Al-Baha," 2,352 ", 17 ,,,,,,,,
,DMM,2024,Domestic,Dec,Departue ,Al-Baha," 1,914 ", 18 ,,,,,,,,
,DMM,2024,Domestic,Jan,Arrival,Abhaÿ," 18,374 ", 124 ,,,,,,,,
,DMM,2024,Domestic,Feb,Arrival,Abhaÿ," 17,656 ", 119 ,,,,,,,,
,DMM,2024,Domestic,Mar,Arrival,Abhaÿ," 15,060 ", 110 ,,,,,,,,
,DMM,2024,Domestic,Apr,Arrival,Abhaÿ," 18,519 ", 123 ,,,,,,,,
,DMM,2024,Domestic,May,Arrival,Abhaÿ," 18,292 ", 124 ,,,,,,,,
,DMM,2024,Domestic,Jun,Arrival,Abhaÿ," 17,987 ", 139 ,,,,,,,,
,DMM,2024,Domestic,Jul,Arrival,Abhaÿ," 28,049 ", 176 ,,,,,,,,
,DMM,2024,Domestic,Aug,Arrival,Abhaÿ," 28,626 ", 175 ,,,,,,,,
,DMM,2024,Domestic,Sep,Arrival,Abhaÿ," 19,789 ", 128 ,,,,,,,,
,DMM,2024,Domestic,Oct,Arrival,Abhaÿ," 17,820 ", 122 ,,,,,,,,
,DMM,2024,Domestic,Nov,Arrival,Abhaÿ," 20,150 ", 131 ,,,,,,,,
,DMM,2024,Domestic,Dec,Arrival,Abhaÿ," 18,721 ", 123 ,,,,,,,,
,DMM,2024,Domestic,Jan,Departue ,Abhaÿ," 18,645 ", 124 ,,,,,,,,
,DMM,2024,Domestic,Feb,Departue ,Abhaÿ," 17,379 ", 119 ,,,,,,,,
,DMM,2024,Domestic,Mar,Departue ,Abhaÿ," 16,956 ", 110 ,,,,,,,,
,DMM,2024,Domestic,Apr,Departue ,Abhaÿ," 18,273 ", 123 ,,,,,,,,
,DMM,2024,Domestic,May,Departue ,Abhaÿ," 20,007 ", 124 ,,,,,,,,
,DMM,2024,Domestic,Jun,Departue ,Abhaÿ," 22,545 ", 139 ,,,,,,,,
,DMM,2024,Domestic,Jul,Departue ,Abhaÿ," 28,661 ", 177 ,,,,,,,,
,DMM,2024,Domestic,Aug,Departue ,Abhaÿ," 20,758 ", 174 ,,,,,,,,
,DMM,2024,Domestic,Sep,Departue ,Abhaÿ," 18,201 ", 128 ,,,,,,,,
,DMM,2024,Domestic,Oct,Departue ,Abhaÿ," 17,791 ", 124 ,,,,,,,,
,DMM,2024,Domestic,Nov,Departue ,Abhaÿ," 19,747 ", 130 ,,,,,,,,
,DMM,2024,Domestic,Dec,Departue ,Abhaÿ," 18,829 ", 124 ,,,,,,,,
,DMM,2024,Domestic,Jan,Arrival,Bisha," 1,305 ", 9 ,,,,,,,,
,DMM,2024,Domestic,Feb,Arrival,Bisha," 1,575 ", 12 ,,,,,,,,
,DMM,2024,Domestic,Mar,Arrival,Bisha," 1,474 ", 11 ,,,,,,,,
,DMM,2024,Domestic,Apr,Arrival,Bisha," 1,506 ", 12 ,,,,,,,,
,DMM,2024,Domestic,May,Arrival,Bisha," 1,706 ", 14 ,,,,,,,,
,DMM,2024,Domestic,Jun,Arrival,Bisha," 2,036 ", 17 ,,,,,,,,
,DMM,2024,Domestic,Jul,Arrival,Bisha," 3,106 ", 18 ,,,,,,,,
,DMM,2024,Domestic,Aug,Arrival,Bisha," 2,548 ", 17 ,,,,,,,,
,DMM,2024,Domestic,Sep,Arrival,Bisha," 1,604 ", 13 ,,,,,,,,
,DMM,2024,Domestic,Oct,Arrival,Bisha," 1,592 ", 13 ,,,,,,,,
,DMM,2024,Domestic,Nov,Arrival,Bisha," 1,917 ", 13 ,,,,,,,,
,DMM,2024,Domestic,Dec,Arrival,Bisha," 1,823 ", 13 ,,,,,,,,
,DMM,2024,Domestic,Jan,Departue ,Bisha," 1,362 ", 9 ,,,,,,,,
,DMM,2024,Domestic,Feb,Departue ,Bisha," 1,460 ", 12 ,,,,,,,,
,DMM,2024,Domestic,Mar,Departue ,Bisha," 1,481 ", 11 ,,,,,,,,
,DMM,2024,Domestic,Apr,Departue ,Bisha," 1,583 ", 12 ,,,,,,,,
,DMM,2024,Domestic,May,Departue ,Bisha," 1,850 ", 14 ,,,,,,,,
,DMM,2024,Domestic,Jun,Departue ,Bisha," 2,806 ", 17 ,,,,,,,,
,DMM,2024,Domestic,Jul,Departue ,Bisha," 2,749 ", 18 ,,,,,,,,
,DMM,2024,Domestic,Aug,Departue ,Bisha," 1,937 ", 17 ,,,,,,,,
,DMM,2024,Domestic,Sep,Departue ,Bisha," 1,468 ", 13 ,,,,,,,,
,DMM,2024,Domestic,Oct,Departue ,Bisha," 1,461 ", 13 ,,,,,,,,
,DMM,2024,Domestic,Nov,Departue ,Bisha," 1,914 ", 13 ,,,,,,,,
,DMM,2024,Domestic,Dec,Departue ,Bisha," 1,568 ", 13 ,,,,,,,,
,DMM,2024,Domestic,Jan,Arrival,Najran ," 5,582 ", 44 ,,,,,,,,
,DMM,2024,Domestic,Feb,Arrival,Najran ," 4,813 ", 40 ,,,,,,,,
,DMM,2024,Domestic,Mar,Arrival,Najran ," 3,905 ", 41 ,,,,,,,,
,DMM,2024,Domestic,Apr,Arrival,Najran ," 5,320 ", 40 ,,,,,,,,
,DMM,2024,Domestic,May,Arrival,Najran ," 4,360 ", 31 ,,,,,,,,
,DMM,2024,Domestic,Jun,Arrival,Najran ," 4,083 ", 30 ,,,,,,,,
,DMM,2024,Domestic,Jul,Arrival,Najran ," 5,190 ", 31 ,,,,,,,,
,DMM,2024,Domestic,Aug,Arrival,Najran ," 5,092 ", 31 ,,,,,,,,
,DMM,2024,Domestic,Sep,Arrival,Najran ," 4,224 ", 30 ,,,,,,,,
,DMM,2024,Domestic,Oct,Arrival,Najran ," 3,925 ", 31 ,,,,,,,,
,DMM,2024,Domestic,Nov,Arrival,Najran ," 5,971 ", 48 ,,,,,,,,
,DMM,2024,Domestic,Dec,Arrival,Najran ," 4,422 ", 33 ,,,,,,,,
,DMM,2024,Domestic,Jan,Departue ,Najran ," 5,866 ", 44 ,,,,,,,,
,DMM,2024,Domestic,Feb,Departue ,Najran ," 4,610 ", 40 ,,,,,,,,
,DMM,2024,Domestic,Mar,Departue ,Najran ," 5,211 ", 41 ,,,,,,,,
,DMM,2024,Domestic,Apr,Departue ,Najran ," 5,668 ", 40 ,,,,,,,,
,DMM,2024,Domestic,May,Departue ,Najran ," 4,789 ", 31 ,,,,,,,,
,DMM,2024,Domestic,Jun,Departue ,Najran ," 5,028 ", 30 ,,,,,,,,
,DMM,2024,Domestic,Jul,Departue ,Najran ," 5,088 ", 31 ,,,,,,,,
,DMM,2024,Domestic,Aug,Departue ,Najran ," 4,267 ", 31 ,,,,,,,,
,DMM,2024,Domestic,Sep,Departue ,Najran ," 3,927 ", 30 ,,,,,,,,
,DMM,2024,Domestic,Oct,Departue ,Najran ," 3,912 ", 31 ,,,,,,,,
,DMM,2024,Domestic,Nov,Departue ,Najran ," 5,908 ", 48 ,,,,,,,,
,DMM,2024,Domestic,Dec,Departue ,Najran ," 4,627 ", 33 ,,,,,,,,
,DMM,2024,Domestic,Jan,Arrival,AlQassim," 4,768 ", 35 ,,,,,,,,
,DMM,2024,Domestic,Feb,Arrival,AlQassim," 4,220 ", 33 ,,,,,,,,
,DMM,2024,Domestic,Mar,Arrival,AlQassim," 2,861 ", 26 ,,,,,,,,
,DMM,2024,Domestic,Apr,Arrival,AlQassim," 4,275 ", 29 ,,,,,,,,
,DMM,2024,Domestic,May,Arrival,AlQassim," 4,137 ", 26 ,,,,,,,,
,DMM,2024,Domestic,Jun,Arrival,AlQassim," 3,787 ", 26 ,,,,,,,,
,DMM,2024,Domestic,Jul,Arrival,AlQassim," 4,376 ", 26 ,,,,,,,,
,DMM,2024,Domestic,Aug,Arrival,AlQassim," 4,279 ", 27 ,,,,,,,,
,DMM,2024,Domestic,Sep,Arrival,AlQassim," 3,881 ", 31 ,,,,,,,,
,DMM,2024,Domestic,Oct,Arrival,AlQassim," 4,601 ", 33 ,,,,,,,,
,DMM,2024,Domestic,Nov,Arrival,AlQassim," 4,903 ", 34 ,,,,,,,,
,DMM,2024,Domestic,Dec,Arrival,AlQassim," 4,223 ", 30 ,,,,,,,,
,DMM,2024,Domestic,Jan,Departue ,AlQassim," 4,226 ", 35 ,,,,,,,,
,DMM,2024,Domestic,Feb,Departue ,AlQassim," 4,218 ", 33 ,,,,,,,,
,DMM,2024,Domestic,Mar,Departue ,AlQassim," 3,108 ", 26 ,,,,,,,,
,DMM,2024,Domestic,Apr,Departue ,AlQassim," 3,893 ", 29 ,,,,,,,,
,DMM,2024,Domestic,May,Departue ,AlQassim," 3,908 ", 26 ,,,,,,,,
,DMM,2024,Domestic,Jun,Departue ,AlQassim," 4,030 ", 26 ,,,,,,,,
,DMM,2024,Domestic,Jul,Departue ,AlQassim," 4,007 ", 26 ,,,,,,,,
,DMM,2024,Domestic,Aug,Departue ,AlQassim," 4,250 ", 28 ,,,,,,,,
,DMM,2024,Domestic,Sep,Departue ,AlQassim," 3,688 ", 28 ,,,,,,,,
,DMM,2024,Domestic,Oct,Departue ,AlQassim," 4,330 ", 32 ,,,,,,,,
,DMM,2024,Domestic,Nov,Departue ,AlQassim," 4,729 ", 34 ,,,,,,,,
,DMM,2024,Domestic,Dec,Departue ,AlQassim," 4,009 ", 30 ,,,,,,,,
,DMM,2024,Domestic,Jan,Arrival,Jizan ," 13,291 ", 85 ,,,,,,,,
,DMM,2024,Domestic,Feb,Arrival,Jizan ," 11,359 ", 75 ,,,,,,,,
,DMM,2024,Domestic,Mar,Arrival,Jizan ," 10,046 ", 72 ,,,,,,,,
,DMM,2024,Domestic,Apr,Arrival,Jizan ," 11,592 ", 76 ,,,,,,,,
,DMM,2024,Domestic,May,Arrival,Jizan ," 10,208 ", 70 ,,,,,,,,
,DMM,2024,Domestic,Jun,Arrival,Jizan ," 10,561 ", 74 ,,,,,,,,
,DMM,2024,Domestic,Jul,Arrival,Jizan ," 10,793 ", 63 ,,,,,,,,
,DMM,2024,Domestic,Aug,Arrival,Jizan ," 13,392 ", 86 ,,,,,,,,
,DMM,2024,Domestic,Sep,Arrival,Jizan ," 11,353 ", 76 ,,,,,,,,
,DMM,2024,Domestic,Oct,Arrival,Jizan ," 11,022 ", 74 ,,,,,,,,
,DMM,2024,Domestic,Nov,Arrival,Jizan ," 10,471 ", 63 ,,,,,,,,
,DMM,2024,Domestic,Dec,Arrival,Jizan ," 10,410 ", 62 ,,,,,,,,
,DMM,2024,Domestic,Jan,Departue ,Jizan ," 13,672 ", 85 ,,,,,,,,
,DMM,2024,Domestic,Feb,Departue ,Jizan ," 11,467 ", 75 ,,,,,,,,
,DMM,2024,Domestic,Mar,Departue ,Jizan ," 11,771 ", 71 ,,,,,,,,
,DMM,2024,Domestic,Apr,Departue ,Jizan ," 10,557 ", 76 ,,,,,,,,
,DMM,2024,Domestic,May,Departue ,Jizan ," 11,121 ", 71 ,,,,,,,,
,DMM,2024,Domestic,Jun,Departue ,Jizan ," 12,145 ", 75 ,,,,,,,,
,DMM,2024,Domestic,Jul,Departue ,Jizan ," 10,815 ", 62 ,,,,,,,,
,DMM,2024,Domestic,Aug,Departue ,Jizan ," 12,360 ", 87 ,,,,,,,,
,DMM,2024,Domestic,Sep,Departue ,Jizan ," 10,440 ", 75 ,,,,,,,,
,DMM,2024,Domestic,Oct,Departue ,Jizan ," 11,142 ", 74 ,,,,,,,,
,DMM,2024,Domestic,Nov,Departue ,Jizan ," 10,469 ", 63 ,,,,,,,,
,DMM,2024,Domestic,Dec,Departue ,Jizan ," 10,388 ", 62 ,,,,,,,,
,DMM,2024,Domestic,Jan,Arrival,Hail ," 4,273 ", 29 ,,,,,,,,
,DMM,2024,Domestic,Feb,Arrival,Hail ," 3,889 ", 29 ,,,,,,,,
,DMM,2024,Domestic,Mar,Arrival,Hail ," 3,762 ", 31 ,,,,,,,,
,DMM,2024,Domestic,Apr,Arrival,Hail ," 4,330 ", 32 ,,,,,,,,
,DMM,2024,Domestic,May,Arrival,Hail ," 4,482 ", 37 ,,,,,,,,
,DMM,2024,Domestic,Jun,Arrival,Hail ," 4,385 ", 33 ,,,,,,,,
,DMM,2024,Domestic,Jul,Arrival,Hail ," 5,178 ", 31 ,,,,,,,,
,DMM,2024,Domestic,Aug,Arrival,Hail ," 4,404 ", 30 ,,,,,,,,
,DMM,2024,Domestic,Sep,Arrival,Hail ," 2,970 ", 26 ,,,,,,,,
,DMM,2024,Domestic,Oct,Arrival,Hail ," 2,996 ", 26 ,,,,,,,,
,DMM,2024,Domestic,Nov,Arrival,Hail ," 4,103 ", 26 ,,,,,,,,
,DMM,2024,Domestic,Dec,Arrival,Hail ," 3,673 ", 26 ,,,,,,,,
,DMM,2024,Domestic,Jan,Departue ,Hail ," 3,827 ", 29 ,,,,,,,,
,DMM,2024,Domestic,Feb,Departue ,Hail ," 3,331 ", 29 ,,,,,,,,
,DMM,2024,Domestic,Mar,Departue ,Hail ," 3,930 ", 31 ,,,,,,,,
,DMM,2024,Domestic,Apr,Departue ,Hail ," 3,877 ", 32 ,,,,,,,,
,DMM,2024,Domestic,May,Departue ,Hail ," 4,400 ", 37 ,,,,,,,,
,DMM,2024,Domestic,Jun,Departue ,Hail ," 4,892 ", 33 ,,,,,,,,
,DMM,2024,Domestic,Jul,Departue ,Hail ," 4,695 ", 31 ,,,,,,,,
,DMM,2024,Domestic,Aug,Departue ,Hail ," 4,017 ", 30 ,,,,,,,,
,DMM,2024,Domestic,Sep,Departue ,Hail ," 3,106 ", 26 ,,,,,,,,
,DMM,2024,Domestic,Oct,Departue ,Hail ," 3,521 ", 26 ,,,,,,,,
,DMM,2024,Domestic,Nov,Departue ,Hail ," 3,761 ", 26 ,,,,,,,,
,DMM,2024,Domestic,Dec,Departue ,Hail ," 3,453 ", 26 ,,,,,,,,
,DMM,2024,Domestic,Jan,Arrival,Jeddah," 101,223 ", 671 ,,,,,,,,
,DMM,2024,Domestic,Feb,Arrival,Jeddah," 90,682 ", 618 ,,,,,,,,
,DMM,2024,Domestic,Mar,Arrival,Jeddah," 100,966 ", 753 ,,,,,,,,
,DMM,2024,Domestic,Apr,Arrival,Jeddah," 104,865 ", 708 ,,,,,,,,
,DMM,2024,Domestic,May,Arrival,Jeddah," 87,397 ", 676 ,,,,,,,,
,DMM,2024,Domestic,Jun,Arrival,Jeddah," 81,138 ", 702 ,,,,,,,,
,DMM,2024,Domestic,Jul,Arrival,Jeddah," 96,742 ", 639 ,,,,,,,,
,DMM,2024,Domestic,Aug,Arrival,Jeddah," 100,253 ", 665 ,,,,,,,,
,DMM,2024,Domestic,Sep,Arrival,Jeddah," 88,927 ", 665 ,,,,,,,,
,DMM,2024,Domestic,Oct,Arrival,Jeddah," 93,225 ", 681 ,,,,,,,,
,DMM,2024,Domestic,Nov,Arrival,Jeddah," 97,739 ", 672 ,,,,,,,,
,DMM,2024,Domestic,Dec,Arrival,Jeddah," 103,316 ", 715 ,,,,,,,,
,DMM,2024,Domestic,Jan,Departue ,Jeddah," 100,975 ", 676 ,,,,,,,,
,DMM,2024,Domestic,Feb,Departue ,Jeddah," 89,681 ", 622 ,,,,,,,,
,DMM,2024,Domestic,Mar,Departue ,Jeddah," 119,107 ", 757 ,,,,,,,,
,DMM,2024,Domestic,Apr,Departue ,Jeddah," 92,314 ", 711 ,,,,,,,,
,DMM,2024,Domestic,May,Departue ,Jeddah," 93,448 ", 683 ,,,,,,,,
,DMM,2024,Domestic,Jun,Departue ,Jeddah," 100,383 ", 704 ,,,,,,,,
,DMM,2024,Domestic,Jul,Departue ,Jeddah," 98,473 ", 643 ,,,,,,,,
,DMM,2024,Domestic,Aug,Departue ,Jeddah," 80,128 ", 670 ,,,,,,,,
,DMM,2024,Domestic,Sep,Departue ,Jeddah," 84,301 ", 669 ,,,,,,,,
,DMM,2024,Domestic,Oct,Departue ,Jeddah," 96,926 ", 685 ,,,,,,,,
,DMM,2024,Domestic,Nov,Departue ,Jeddah," 97,250 ", 672 ,,,,,,,,
,DMM,2024,Domestic,Dec,Departue ,Jeddah," 104,066 ", 716 ,,,,,,,,
,DMM,2024,Domestic,Jan,Arrival,Madinah," 26,090 ", 164 ,,,,,,,,
,DMM,2024,Domestic,Feb,Arrival,Madinah," 27,330 ", 177 ,,,,,,,,
,DMM,2024,Domestic,Mar,Arrival,Madinah," 23,268 ", 184 ,,,,,,,,
,DMM,2024,Domestic,Apr,Arrival,Madinah," 28,985 ", 187 ,,,,,,,,
,DMM,2024,Domestic,May,Arrival,Madinah," 22,746 ", 169 ,,,,,,,,
,DMM,2024,Domestic,Jun,Arrival,Madinah," 18,132 ", 145 ,,,,,,,,
,DMM,2024,Domestic,Jul,Arrival,Madinah," 22,619 ", 138 ,,,,,,,,
,DMM,2024,Domestic,Aug,Arrival,Madinah," 23,492 ", 149 ,,,,,,,,
,DMM,2024,Domestic,Sep,Arrival,Madinah," 20,804 ", 137 ,,,,,,,,
,DMM,2024,Domestic,Oct,Arrival,Madinah," 25,171 ", 169 ,,,,,,,,
,DMM,2024,Domestic,Nov,Arrival,Madinah," 25,982 ", 170 ,,,,,,,,
,DMM,2024,Domestic,Dec,Arrival,Madinah," 27,337 ", 173 ,,,,,,,,
,DMM,2024,Domestic,Jan,Departue ,Madinah," 21,914 ", 164 ,,,,,,,,
,DMM,2024,Domestic,Feb,Departue ,Madinah," 22,315 ", 177 ,,,,,,,,
,DMM,2024,Domestic,Mar,Departue ,Madinah," 23,794 ", 183 ,,,,,,,,
,DMM,2024,Domestic,Apr,Departue ,Madinah," 23,806 ", 189 ,,,,,,,,
,DMM,2024,Domestic,May,Departue ,Madinah," 20,066 ", 168 ,,,,,,,,
,DMM,2024,Domestic,Jun,Departue ,Madinah," 21,001 ", 145 ,,,,,,,,
,DMM,2024,Domestic,Jul,Departue ,Madinah," 21,740 ", 138 ,,,,,,,,
,DMM,2024,Domestic,Aug,Departue ,Madinah," 21,149 ", 148 ,,,,,,,,
,DMM,2024,Domestic,Sep,Departue ,Madinah," 18,907 ", 138 ,,,,,,,,
,DMM,2024,Domestic,Oct,Departue ,Madinah," 23,509 ", 170 ,,,,,,,,
,DMM,2024,Domestic,Nov,Departue ,Madinah," 24,493 ", 170 ,,,,,,,,
,DMM,2024,Domestic,Dec,Departue ,Madinah," 25,686 ", 173 ,,,,,,,,
,DMM,2024,Domestic,Jan,Arrival,Neom ," 1,495 ", 13 ,,,,,,,,
,DMM,2024,Domestic,Feb,Arrival,Neom ," 1,596 ", 13 ,,,,,,,,
,DMM,2024,Domestic,Mar,Arrival,Neom ," 1,598 ", 13 ,,,,,,,,
,DMM,2024,Domestic,Apr,Arrival,Neom ," 1,383 ", 12 ,,,,,,,,
,DMM,2024,Domestic,May,Arrival,Neom ," 1,904 ", 14 ,,,,,,,,
,DMM,2024,Domestic,Jun,Arrival,Neom ," 1,432 ", 13 ,,,,,,,,
,DMM,2024,Domestic,Jul,Arrival,Neom ," 2,179 ", 25 ,,,,,,,,
,DMM,2024,Domestic,Aug,Arrival,Neom ," 2,394 ", 26 ,,,,,,,,
,DMM,2024,Domestic,Sep,Arrival,Neom ," 1,955 ", 27 ,,,,,,,,
,DMM,2024,Domestic,Oct,Arrival,Neom ," 2,468 ", 25 ,,,,,,,,
,DMM,2024,Domestic,Nov,Arrival,Neom ," 1,990 ", 22 ,,,,,,,,
,DMM,2024,Domestic,Dec,Arrival,Neom ," 1,686 ", 21 ,,,,,,,,
,DMM,2024,Domestic,Jan,Departue ,Neom ," 1,481 ", 12 ,,,,,,,,
,DMM,2024,Domestic,Feb,Departue ,Neom ," 1,521 ", 13 ,,,,,,,,
,DMM,2024,Domestic,Mar,Departue ,Neom ," 1,763 ", 14 ,,,,,,,,
,DMM,2024,Domestic,Apr,Departue ,Neom ," 1,209 ", 12 ,,,,,,,,
,DMM,2024,Domestic,May,Departue ,Neom ," 1,500 ", 13 ,,,,,,,,
,DMM,2024,Domestic,Jun,Departue ,Neom ," 1,678 ", 14 ,,,,,,,,
,DMM,2024,Domestic,Jul,Departue ,Neom ," 2,006 ", 24 ,,,,,,,,
,DMM,2024,Domestic,Aug,Departue ,Neom ," 2,509 ", 28 ,,,,,,,,
,DMM,2024,Domestic,Sep,Departue ,Neom ," 2,051 ", 26 ,,,,,,,,
,DMM,2024,Domestic,Oct,Departue ,Neom ," 2,129 ", 25 ,,,,,,,,
,DMM,2024,Domestic,Nov,Departue ,Neom ," 2,293 ", 22 ,,,,,,,,
,DMM,2024,Domestic,Dec,Departue ,Neom ," 1,829 ", 21 ,,,,,,,,
,DMM,2024,Domestic,Jan,Arrival,Riyadh ," 65,886 ", 526 ,,,,,,,,
,DMM,2024,Domestic,Feb,Arrival,Riyadh ," 63,142 ", 541 ,,,,,,,,
,DMM,2024,Domestic,Mar,Arrival,Riyadh ," 52,175 ", 406 ,,,,,,,,
,DMM,2024,Domestic,Apr,Arrival,Riyadh ," 54,723 ", 494 ,,,,,,,,
,DMM,2024,Domestic,May,Arrival,Riyadh ," 69,194 ", 558 ,,,,,,,,
,DMM,2024,Domestic,Jun,Arrival,Riyadh ," 57,160 ", 514 ,,,,,,,,
,DMM,2024,Domestic,Jul,Arrival,Riyadh ," 64,973 ", 504 ,,,,,,,,
,DMM,2024,Domestic,Aug,Arrival,Riyadh ," 64,432 ", 505 ,,,,,,,,
,DMM,2024,Domestic,Sep,Arrival,Riyadh ," 64,787 ", 526 ,,,,,,,,
,DMM,2024,Domestic,Oct,Arrival,Riyadh ," 73,624 ", 607 ,,,,,,,,
,DMM,2024,Domestic,Nov,Arrival,Riyadh ," 79,234 ", 636 ,,,,,,,,
,DMM,2024,Domestic,Dec,Arrival,Riyadh ," 80,149 ", 618 ,,,,,,,,
,DMM,2024,Domestic,Jan,Departue ,Riyadh ," 65,316 ", 520 ,,,,,,,,
,DMM,2024,Domestic,Feb,Departue ,Riyadh ," 63,506 ", 537 ,,,,,,,,
,DMM,2024,Domestic,Mar,Departue ,Riyadh ," 52,117 ", 404 ,,,,,,,,
,DMM,2024,Domestic,Apr,Departue ,Riyadh ," 56,655 ", 493 ,,,,,,,,
,DMM,2024,Domestic,May,Departue ,Riyadh ," 70,508 ", 552 ,,,,,,,,
,DMM,2024,Domestic,Jun,Departue ,Riyadh ," 66,353 ", 510 ,,,,,,,,
,DMM,2024,Domestic,Jul,Departue ,Riyadh ," 62,717 ", 502 ,,,,,,,,
,DMM,2024,Domestic,Aug,Departue ,Riyadh ," 58,614 ", 499 ,,,,,,,,
,DMM,2024,Domestic,Sep,Departue ,Riyadh ," 67,058 ", 523 ,,,,,,,,
,DMM,2024,Domestic,Oct,Departue ,Riyadh ," 75,683 ", 603 ,,,,,,,,
,DMM,2024,Domestic,Nov,Departue ,Riyadh ," 80,047 ", 635 ,,,,,,,,
,DMM,2024,Domestic,Dec,Departue ,Riyadh ," 82,257 ", 617 ,,,,,,,,
,DMM,2024,Domestic,Jan,Arrival,Taif ," 7,344 ", 49 ,,,,,,,,
,DMM,2024,Domestic,Feb,Arrival,Taif ," 6,249 ", 46 ,,,,,,,,
,DMM,2024,Domestic,Mar,Arrival,Taif ," 7,038 ", 54 ,,,,,,,,
,DMM,2024,Domestic,Apr,Arrival,Taif ," 7,442 ", 49 ,,,,,,,,
,DMM,2024,Domestic,May,Arrival,Taif ," 5,681 ", 43 ,,,,,,,,
,DMM,2024,Domestic,Jun,Arrival,Taif ," 7,091 ", 58 ,,,,,,,,
